is_bad,member_id,loan_status,emp_title,emp_length,home_ownership,annual_inc,pymnt_plan,desc,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_util,total_acc,initial_list_status,collections_12_mths_ex_med,mths_since_last_major_derog,revol_util_percent,policy_code,Partition
No,M1265637,Fully Paid,United Stationers,< 1 year,RENT,76800,n, I am looking to shrink my footprint by getting rid of my car. The loan is for a motorcycle to cover short trips and places where public transport doesn't run. Thanks so much for considering this investment.,600xx,IL,9.58,0,4/1/98,1,NA,NA,11,0,38.1,20,FALSE,0,NA,38%,1,T
No,M0934690,Fully Paid,The College Board,7 years,RENT,185000,n,,079xx,NJ,4.1,0,1/1/92,2,NA,NA,3,0,28.3,9,FALSE,0,NA,28%,1,T
No,M0544942,Fully Paid,AmGen,6 years,MORTGAGE,60000,n,"Looking to get some extra cash to buy a new furnace.  I have cash down and need about $2800 to complete the transaction.  I have a stable job, have been at the same company 6 years, have lived in this home for 5 years, and plan to be here for a while.  I have good credit history, am still carrying some credit card debt, but am paying it down now that I am earning more money.  I have had to finance part of my college education and living expenses, and also had to put money into helping my father as he recently had unexpected medical expenses that were not covered by insurance.",800xx,CO,22.54,0,5/1/97,0,NA,NA,13,0,61.7,50,FALSE,0,NA,62%,1,T
No,M1298830,Fully Paid,State of NC ITS,6 years,MORTGAGE,91000,n,I will be using this loan to pay off two credit cards. A Visa card that has a balance of $15.5K and an interest rate at 20.3%. The other is a retail credit card with a balance of $2.5K and at 24.4% interest. When these cards are paid off they will be cancelled. The loan will also lower my monthly payments for these debts. I am an excellent borrower and have had a loan with Lending Club for one year and been on time for all 12 payments. I have never been late on a payment of any kind in my life. I have a stable job in state government and have been in the position for over 6 years. I should be considered a very low risk borrower.,243xx,VA,23.41,0,3/1/84,2,NA,NA,13,0,67,38,FALSE,0,NA,67%,1,T
No,M0990536,Fully Paid,Stinger Wellhead Protection Serv,5 years,OWN,56000,n,I have a loan with LC now. It was for 25K. It is below 9K and would like to lower my payments. null,756xx,TX,25.29,0,6/1/94,1,NA,NA,7,0,6.2,22,FALSE,0,NA,6%,1,T
No,M1280316,Current,Beyond Housing,2 years,RENT,48500,n,I will use my loans to pay off the debt that I ran up during my graduate studies at one low rate.,631xx,MO,25.51,0,4/1/01,1,NA,NA,9,0,59.7,22,FALSE,0,NA,60%,1,T
No,M0658545,Fully Paid,Augusta Public Defender's Office,5 years,MORTGAGE,34000,n,"My goal is to be debt free by the end of the year 2012 and to live debt free the rest of my life.  Being able to consolidate debt would be such a great way to start on that path. I am a very responsible person.  Just ran into a snag.  When I was in private practice we took on a malpractice case which at this time still has not settled.  I made purchases for my home with the expectation that the case would settle, however there are still several depositions to be taken before they can come to a final settlement of the case.  I could really use the help to consolidate my debt until things get back on track.  Than you.",309xx,GA,23.96,0,12/1/95,0,NA,NA,8,0,65.4,20,FALSE,0,NA,65%,1,T
No,M0370754,Fully Paid,Houlihans,4 years,MORTGAGE,29496,n,needed to pay off back debt,171xx,PA,20.38,0,5/1/02,4,28,NA,12,0,56.1,21,FALSE,0,NA,56%,1,T
No,M0715971,Fully Paid,Sparrow Specialty Hospital,6 years,MORTGAGE,168000,n,,488xx,MI,11.44,0,12/1/93,0,50,NA,13,0,13.9,43,FALSE,0,NA,14%,1,T
No,M0448760,Fully Paid,hawker beechcraft corporation,10+ years,MORTGAGE,52000,n,I am currently locked in around 15% interest on my store credit card. I would like to reduce this rate using lendingclub. I have a history of on time payments and successful payoffs.  I have a stable work history and have been making payments on my home for 3 years. I am a responsible borrower who takes care of my lenders.,672xx,KS,12,0,5/1/98,5,NA,NA,7,0,30,11,FALSE,0,NA,30%,1,T
Yes,M0987611,Charged Off,DaVita,10+ years,MORTGAGE,80000,n,Bill Consolidation Loan mortgage- $1200 monthly utilities- 500 gass and food-300,173xx,PA,5.22,0,10/1/00,1,NA,NA,19,0,26.6,34,FALSE,0,NA,27%,1,T
No,M1062177,Fully Paid,INTERNAL REVENUE SERVICE,10+ years,MORTGAGE,84000,n,,342xx,FL,18.01,0,3/1/97,0,NA,NA,13,0,56.1,27,FALSE,0,NA,56%,1,T
No,M0921141,Fully Paid,St. Luke Hospital,10+ years,MORTGAGE,45000,n,,668xx,KS,12.29,0,1/1/95,0,74,NA,6,0,75,20,FALSE,0,NA,75%,1,T
No,M0775367,Fully Paid,Econolite Control Products,5 years,RENT,65000,n,Consolidation of motorcycle debt from HSBC. Goal is to reduce the variable interest rate of over 16% to under 11% with a fixed repayment period.,917xx,CA,18.78,0,2/1/03,1,NA,NA,12,0,44.7,23,FALSE,0,NA,45%,1,T
No,M0628992,Fully Paid,U.S. Army,10+ years,RENT,103992,n,,640xx,MO,9.7,0,10/1/93,2,NA,NA,14,0,0,20,FALSE,0,NA,0%,1,T
No,M1298120,Fully Paid,Department of Veterans Affairs,4 years,RENT,54990,n,,766xx,TX,20.95,0,10/1/01,1,81,NA,16,0,96,24,FALSE,0,NA,96%,1,T
No,M0779755,Fully Paid,NYC Deptof Ed,10+ years,MORTGAGE,95004,n,I will be using the money to consolidate my debts.  I am a good lender since I pay my bills promptly.  I have simply gotten a bit overwhelmed and want to get myself back on track.,112xx,NY,15.97,0,3/1/89,1,NA,NA,8,0,74.8,16,FALSE,0,NA,75%,1,T
No,M0538600,Fully Paid,SoBran  Inc,7 years,OWN,75996,n,I am in need of a loan to install a 60x12 foot concrete driveway.  My county has enacted a law that no recreational vehicles may be parked on the street.  I have a bass boat and I purchased a new toyota tundra to tow it.  If I cannot install the driveway I will have to get rid of the boat and new truck.  Not what I want to do.  The total cost is 11000 dollars and I will pay the rest out of my savings.  My free credit report scores me at 750.  I have had credit problems in the past but have realized how important credit is.  I am a professional working at the National Institutes of health with an FBI clearance and have done extensive work to clean my credit for employment purposes.,209xx,MD,8.98,0,7/1/99,0,NA,36,4,2,12,5,FALSE,0,NA,12%,1,T
No,M0679415,Fully Paid,bethesda,6 years,MORTGAGE,30000,n,,334xx,FL,9.36,0,1/1/01,0,29,NA,7,0,9.9,29,FALSE,0,NA,10%,1,T
No,M1187806,Fully Paid,Homeland Secure IT,2 years,MORTGAGE,36000,n,Need to buy used vehicle as other vehicle is needed for business only.,293xx,SC,12.53,0,6/1/87,1,NA,NA,5,0,87.3,20,FALSE,0,NA,87%,1,T
Yes,M1106242,Charged Off,"Angels Of The Valley Hospice Care, LLC",< 1 year,RENT,63000,n,,906xx,CA,11.9,0,8/1/00,1,58,107,8,1,83.9,11,FALSE,0,NA,84%,1,T
No,M1296648,Fully Paid,tampa bay rays baseball,5 years,MORTGAGE,60000,n,,850xx,AZ,2.54,0,5/1/96,0,68,NA,6,0,6,20,FALSE,0,NA,6%,1,T
No,M1044513,Fully Paid,Aramark Healthcare,10+ years,MORTGAGE,105000,n,,076xx,NJ,15.79,0,7/1/94,0,NA,NA,9,0,81.2,23,FALSE,0,NA,81%,1,T
No,M0700881,Fully Paid,US EPA,2 years,RENT,73000,n,"Making the sensible steps towards repaying my debt.  I've learned that paying my dog's vet bills and car maintenance with credit cards isn't the wisest choice. Thanks for your support in lending.  I currently pay ~$150 each to two Chase CC and because of the high interest rate, I'm not making any head way.  I'm tired of giving all of my money to the banks.  Getting this loan will help turn my financial life around.",802xx,CO,12.21,0,10/1/98,0,NA,NA,8,0,83.2,18,FALSE,0,NA,83%,1,T
No,M0897070,Fully Paid,GISD,8 years,MORTGAGE,40700,n,,750xx,TX,1.21,0,7/1/02,0,NA,NA,3,0,5.9,4,FALSE,0,NA,6%,1,T
Yes,M1264757,Charged Off,FORT DUNCAN MEDICAL CENTER,< 1 year,RENT,61160,n,,087xx,NJ,8.24,0,7/1/98,1,NA,95,8,1,0.8,14,FALSE,0,NA,1%,1,T
No,M0652404,Fully Paid,CBS Radio,3 years,RENT,29000,n,"Hi there, my name is David and I'm applying for a $10,500 loan through Lending Club.  The reason I'm applying for the loan is because I'm moving out of the room I've been living in for the past three years.  I moved into a tiny, tiny room in Westchester County.  It was so small I didn't even have a closet.  These past few years I've learned to use the space to my advantage.  I want to move out now because I'm in a comfortable spot in my life to do so.  I found a place in the Bronx that isn't exactly above my pay grade but one where it would leave me a bit underfunded given my bills.  Between the apartment fees, utilities, medical bills, and other monthly bills I don't feel with the loan I have I'll be able to live decently.  So I need the loan.  I have a very good job at CBS Radio, but I don't make as much as I want. I plan on using the funds for several reasons primarily for moving out.  The initial apartment fees are roughly $4000 dollars which includes the first month, last month, security deposit and broker fee.  After writing out a careful budget of all my essential bills (i.e. rent, electric, phone, transportation, food, medical) I realized I wouldn't be able to live decently.  I needed help.  So I am turning to get some help. I'm also using the loan to consolidate the remaining amount of my credit cards, which stands at $3700 dollars.  The remaining amount will be added to my account to help pay for my rent and other essential costs.  I want to mention that I am an extremely hardworking guy who constantly monitors his credit score.  I currently hold an average score of 750. I always pay my bills, pay more than the minimum, and keep an eye on what I spend. Living on my own has been a goal of mine for some time now.  I suppose part of the reason was I was tired of sharing bathrooms, listening to loud music at inappropriate times, constantly eating out and living in a room without a closet I think it's time to pack up and move.  Life has this way of telling you when to hold them and fold them and I think it's time to fold and live on my own.  That loan will help me in that regard.",108xx,NY,7.24,0,3/1/01,0,65,NA,9,0,15,24,FALSE,0,NA,15%,1,T
No,M0814520,Fully Paid,Verizon Wireless,10+ years,RENT,110004,n,"Thank you for considering my loan request.  Here is some information that may be helpful to you in making your decision. I will be using this loan to consolidate three credit cards. I have never missed or made a late payment on these credit cards or on any other debt. I discovered Lending Club and found that the rates available here are less than what I am paying on my credit cards. As I indicated above I have never missed a payment, and the monthly payment for this loan is roughly half what I am paying now. I will be repaying this loan well in advance of the 5 year term. My payment history on all debts is flawless.  However, I am told that my credit score has suffered as a result of the following: &bull;My debt to income ratio is too high.  A couple things you may want to know about this. oMy monthly income is $9200 and I have been with my employer for over 10 years.  My wife&rsquo;s monthly income is $3900.  Combined monthly income is $13,100.  As you can see making this payment is well within our means. oThis loan will of course be used to pay off all the credit card debt on my credit report. oThere are two homes on my credit report.  One of them is a vacation home that I rent out. oWe have a family member that lives with us who also contributes towards paying bills.  &bull;My credit card balances are high in comparison to their credit limits oAs you may be aware with the recent bank crisis many banks have started lowering credit limits on existing accounts.  Since my limits have been lowered my balance is now closer to the card limit. oBy paying off my credit cards I expect to see my credit score go back up since my total balance will be a smaller percentage of my total available credit.  My point being that I am very interested in improving my credit score so defaulting on this loan is the farthest thing from my mind.  Please feel free to share any thoughts or questions you may have. Thank you, My original description read &quot;This loan will of course be used to pay off all the credit card debt on my credit report.&quot;  This should have read &quot;This loan will of course all be used to pay off credit card debt on my credit report.&quot;  Sorry for any confusion.  In reviewing the questions Lending Club investors often ask of loan requesters I found the most often is postion within their company.  I am a Government Accounts Manager.  In short, this is a sales position with a heavy emphasis on managing the relationship with a variety of high profile government customers. Kindest regards, I saw a few investors had asked other loan requesters about their 401k.  So I thought it might be relevant to add that my wife and I have a combined $120,000 in our 401ks.  I hope this will add to your confidence in funding our loan. Thank you. I want to say thank you to all of you that have invested with me so far.  I feel much better knowing that the interest I will be paying on this loan is going directly to other good people as opposed to the banks.",853xx,AZ,12.45,0,8/1/97,1,NA,NA,6,0,92.9,27,FALSE,0,NA,93%,1,T
No,M0897538,Current,United States Postal Service,10+ years,MORTGAGE,55000,n,,910xx,CA,15.36,0,7/1/73,2,54,NA,13,0,53.8,26,FALSE,0,NA,54%,1,T
No,M0628272,Fully Paid,medplast group inc,5 years,RENT,77000,n,"I want to pay all my credit cards off, I have closed the accounts it will take 15 years to pay them off the way I am going. This loan will do it in 3 years. Credit Review Status Approved by Lending Club. Thank you to all who have funded my loan so far, I can't wait to pay my credit cards off. I plan on joining this site as an investor as soon as I can save money to do so, Lending Club is great....Once again thank you all.",850xx,AZ,20.23,0,3/1/83,8,NA,NA,19,0,67.6,48,FALSE,0,NA,68%,1,T
