loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,policy_code,loan_status,Partition
5100,5100, 36 months,11.86%,169.06,B,B5,Indus Valley Corporation,5 years,RENT,47133,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=577683,"  Borrower added on 09/07/10 > Need some loan amount to cover my expenses for a Hair Transplant surgery with Shapiro Medical Group, Minnesota<br/> Borrower added on 09/07/10 > Need loan amount to cover my expenses for a Follicular Hair Transplant Surgery with Shapiro Medical Group, Minnesota<br/>",medical,Medical Expenses,100xx,NY,0.97,1,9/1/06,0,23,,7,0,1366,17.8,11,f,1,0,H
10000,10000, 36 months,14.18%,342.66,E,E1,Molded Fiber Glass of N.C.,9 years,MORTGAGE,35400,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=312070,to consolidate my credit cards and personnel loans,debt_consolidation,debt pay off,286xx,NC,7.63,0,5/1/96,0,,105,8,1,5957,82.7,16,f,1,0,H
8875,8875, 36 months,7.90%,277.71,A,A4,Centinela State Prison,10+ years,MORTGAGE,58044,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=978944,,debt_consolidation,My Loan,922xx,CA,19.43,0,12/1/98,3,,,11,0,11540,43.2,30,f,1,1,H
6400,6400, 36 months,5.99%,194.68,A,A2,Mount St. Mary's University,9 years,MORTGAGE,90000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=852817,"  Borrower added on 08/19/11 > This will be used to pay off credit cards with high interest rates.<br/>I have very good credit, a stable job at a University, and own my own home.<br/>",credit_card,CC Consolidation,217xx,MD,11.43,0,11/1/93,0,62,,13,0,8442,39.1,22,f,1,0,H
3000,3000, 36 months,13.47%,101.77,C,C4,Bright Horizons Family Solutions,10+ years,RENT,41000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=408192,"I am a single parent trying make ends meet.  I am owed $40,000.00 in back child support from my child's father.  The case is with Child Support services in Los Angeles County.  I want the $20,000.00 to pay off a personal and car loan, a few credit cards.  When I do then I will have only one payment to make.  Thank you,  Anita Porter",debt_consolidation,Consolidation of debt loan,900xx,CA,5.21,0,12/1/93,0,,108,6,1,5805,80.6,9,f,1,0,H
20000,12225, 60 months,15.58%,294.57,D,D3,Marblehead Bank,10+ years,MORTGAGE,135200,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=525652,"  Borrower added on 06/14/10 > This loan is to complete home renovations. I applied for this unsecured loan because of the ease of applying on line and the speed of being funded. I must admit this has taken longer than I expected. I'm a good credit risk with 19 years of employment at the same Bank, good credit and good income. I'm currently the Chief Operating Officer of the Bank. I have already funded 55,000 of my own funds toward this project. The $20,000 will complete the renovations. Hope this helps to complete the funding of the loan. I also have $125,000 in a 401K that I could borrow from if this does not happen.<br/>",home_improvement,Home Improvements,019xx,MA,11.83,0,9/1/96,6,44,,15,0,10592,13.3,31,f,1,0,H
4000,4000, 36 months,7.40%,124.24,A,A2,SimCom,< 1 year,RENT,36000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=462697,  578992 added on 11/23/09 > Thank you. I plan on correcting some small debt and making my truck run smooth. I have a stable job and plan on paying off this loan early. Thanks again<br/>,major_purchase,My loan,328xx,FL,10.43,0,6/1/00,0,,,6,0,2063,12.1,13,f,1,0,H
14400,14400, 36 months,12.69%,483.05,B,B5,Nobel Biocare,6 years,RENT,135000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1008183,,debt_consolidation,My personal loan,926xx,CA,12.74,0,9/1/94,0,45,,13,0,8762,88.9,25,f,1,0,H
13250,13250, 60 months,17.27%,331.23,D,D3,SALON EVAMICHELLE ,< 1 year,RENT,26000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1059627,  Borrower added on 12/06/11 > I plan to use my loan to consolidate good standing credit debt <br>i have a excellent credit score with no history of late payments<br>my job is also very stable i have worked with the same person for the last 3 years and they opened a new place which is my reason for short employment term on the application <br>,debt_consolidation,Debt Consolidation Loan,019xx,MA,10.89,0,1/1/07,3,,,8,0,9138,59.7,18,f,1,0,H
12825,12825, 60 months,16.77%,317.16,E,E2,Montgomery Early Learning Centers,2 years,RENT,30000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=670192,,debt_consolidation,Debt Consolidation,194xx,PA,19.88,0,2/1/03,1,75,,10,0,10338,40.5,16,f,1,0,H
3150,3150, 36 months,10.99%,103.12,B,B3,A-1 Casino Rd Mini Storage,9 years,RENT,15300,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=742238,  Borrower added on 05/02/11 > I plan to use these funds to pay off a higher rate credit card.<br/>I have never been late with payments. I have been employed<br/>at my current job for almost ten years. My job is very secure.<br/>,debt_consolidation,lowerinterest,982xx,WA,19.76,0,9/1/02,0,,,5,0,9316,76.4,9,f,1,0,H
6000,6000, 36 months,13.22%,202.81,C,C2,Coldwell Banker,2 years,RENT,43000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=478242,"  Borrower added on 01/19/10 > I have two credit cards with about $6000 on them with interest rates of 30%. I would like to consolidate the debt at a lower rate in order to pay it off sooner.  I have successfully been paying on another Lending Club Loan for almost a year and have found it extremely helpful. I have recently begun working for a colleague on the side which brings in between $400-$600 extra each month.<br/> Borrower added on 01/19/10 > I have great job security- I currently hold two positions at the company and have been there over 2 1/2 years.  I have no plans of moving or leaving the job in the near future.  My montly expenses are: Rent: $875, 1st Lending Club Loan: $290, Cellphone: $80, Food: $200, Gas: $40, Utilities (shared): $75.  My current monthly payments on my credit cards total $200-300 which is above the minimum payments since I am trying to pay them down. I do not use the cards for purchases since I want to get rid of them. I pay cash for all expenses and don't have an expensive lifestyle. My goal in the next couple years is to be debt free and I am committed to this. I am tired of wasting money on high interest credit cards that I used in the past when money was much tighter.<br/>",debt_consolidation,Loan Consolidation 2,931xx,CA,22.32,0,9/1/03,0,,,5,0,7115,76.5,5,f,1,0,H
24000,24000, 36 months,10.99%,785.62,B,B3,Houson Grinding & Manf. Inc,4 years,RENT,78000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=741883,  Borrower added on 04/29/11 > I simply want to consolidate my credit card debt into one bill at a lower interest rate.<br/>,credit_card,Loan,773xx,TX,12.35,0,8/1/88,0,,,7,0,21096,79,18,f,1,0,H
15000,15000, 60 months,13.49%,345.08,C,C2,Babylon Central Fire & Rescue Alarm,10+ years,RENT,105000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=839882,"  Borrower added on 08/03/11 > this loan will be used to consolidate all the high interest credit cards into one lower interest monthly payment. These credit cards will then be closed out. I have improved my credit scores over the past 6 years from the 500's to the 700's,  I have been employed at my job for 31 years.My credit report will show i have no late payments. thank you<br/>null",debt_consolidation,Debt consolidation,117xx,NY,17.03,0,3/1/97,0,,,18,0,24118,67.4,29,f,1,0,H
3000,3000, 36 months,13.92%,102.42,C,C4,Search Services,4 years,MORTGAGE,200000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=445091,"I have a short term need for a business loan.  I made over $315k last years on w2 and can fax it for your record.  Also, have made $175k this years so far in earnings.  All my cash is tied into mutual funds and cd's and do not want to access it.    This loan would be repaid in three weeks.  I need it for a small business asset purchase.  Thanks  ",small_business,Search Technology,770xx,TX,5.35,1,3/1/95,1,12,91,10,1,5415,12.8,20,f,1,0,H
18000,18000, 60 months,17.58%,452.98,D,D4,URS Corporation,5 years,RENT,36000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=990813,,credit_card,Fresh Start,917xx,CA,10.33,0,9/1/03,0,52,,5,0,13905,35.1,12,f,1,1,H
4200,4200, 60 months,10.36%,89.99,B,B5,Crestview Rehab,6 years,OWN,44500,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=648069,  Borrower added on 01/06/11 > I had a really bad flood in my basement which caused significant damage which I really need to get cleaned up and repaired.<br/>,home_improvement,Basement Repair,431xx,OH,20.68,0,9/1/95,0,74,,6,0,4508,59.3,20,f,1,1,H
18500,18500, 36 months,13.16%,624.75,C,C3,Home Decorators Collection,6 years,OWN,55000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=410236,Would like to have money to consolidate my credit card debt and have some money for a down payment in order to buy a house by the end of November in order to qualify for that $8000 housing credit. I could probably have my cards paid off by November but then have no money left for a down payment. Would also like the convenience of only having to pay one place. Thanks for taking a look. ,debt_consolidation,Debt Consolidation/Home Purchase,633xx,MO,21.67,0,10/1/97,1,,,12,0,24983,63.7,26,f,1,1,H
24250,24250, 36 months,12.53%,811.56,B,B5,Client Strategy Group,5 years,OWN,101000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=458732,"  571219 added on 11/23/09 > The funds will be used to consolidate credit card payments at a competitive rate.  I would rather pay the interest to all of you! I can afford the payments now, this will allow me to become debt free again while paying less per month.<br/>",debt_consolidation,Consolidating Accounts,441xx,OH,14.3,0,7/1/97,0,,,5,0,33098,83.8,18,f,1,0,H
20000,20000, 36 months,17.04%,713.49,E,E3,Sapient Corporation,1 year,RENT,180000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=435612,"I would like to refinance my high-rate credit cards. As you know, the card companies are raising all of their rates.  I always pay my bills on time. You will receive your money with interest as planned.  Thank you in advance.",credit_card,Card ReFi Loan,100xx,NY,10.9,0,4/1/96,2,,43,10,1,51497,90.3,16,f,1,0,H
10000,10000, 36 months,7.66%,311.8,A,A5,NYU Medical Center,< 1 year,RENT,110000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=650051,"  Borrower added on 01/09/11 > This loan is to purchase a French Horn for my wife.  She is a professional musician working in the NYC area as a fellow for The Academy.  The Academy is a joint venture of Carnegie Hall, the Juilliard School, the Weill Music Institute, and the NY Dept. of Education.  You can find more information on her program at http://www.acjw.org.  Professional model horns are hand built horns and very difficult to come by.  New, these horns cost anywhere from $10k to $18k.<br/><br/>My wife and I relocated to NYC recently for her opportunity in the Academy.  She is also actively taking professional orchestral auditions, and subbing with orchestras in the area (including the NY Philharmonic).  This horn will allow her to compete at the highest levels of performance.<br/><br/>I am currently employed as a Systems Analyst in a senior level position.  We fully intend to have this loan paid off well before the full 3 year term (I'm thinking more like 18 months - if that).  Thanks for considering our loan, I know you won't regret giving us this opportunity!<br/> Borrower added on 01/11/11 > I should add that even though Lending Club does not allow you to apply for loans jointly, both my wife and I will be contributing our income to the repayment of this loan.  The total amount of this loan represents about 7.3% of our pre-tax annual household income.  You couldn't have a safer investment!  Thanks again!<br/>",major_purchase,Major Purchase Loan,112xx,NY,9.17,0,12/1/02,1,,,10,0,7248,38.3,23,f,1,0,H
25000,17500, 60 months,13.23%,400.25,C,C1,M-DCPS,10+ years,MORTGAGE,49068,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=593370,,home_improvement,Home Improvement Loan,330xx,FL,12.18,0,3/1/91,0,,,5,0,24666,57.8,12,f,1,1,H
12000,12000, 36 months,6.62%,368.45,A,A2,United Bankers' Bank,8 years,RENT,45000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1034247,,credit_card,Consolidation,554xx,MN,9.89,0,4/1/00,0,,,10,0,14924,60.9,31,f,1,0,H
5000,5000, 36 months,13.48%,169.63,C,C3,penrose main hospital,8 years,MORTGAGE,30000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=513640,,debt_consolidation,hard working mom,808xx,CO,13.44,0,8/1/99,1,,,20,0,7168,26.4,36,f,1,1,H
5600,5600, 36 months,15.33%,195.04,D,D3,Aaron's Sales and Lease,< 1 year,RENT,24000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=501859,"  Borrower added on 04/08/10 > This loan is so I can receive braces, I just got promoted to management and our company is expanding and as we expand so will my role so I thought it was time to get my teeth fixed so when I am working with people I won't look like  i am fake smiling because I am afraid to show my teeth.<br/>",other,Dental expense,593xx,MT,20.05,0,7/1/04,5,59,,14,0,2426,75.8,25,f,1,0,H
15000,15000, 60 months,19.03%,389.36,E,E2,Amtrak,10+ years,MORTGAGE,86945,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000242,"  Borrower added on 10/25/11 > small business capital, pay bills on time, use quicken to set a monthly budget, job is very stable<br/> Borrower added on 10/28/11 > I have worked for the same company for over 20 years and my job is very stable with regular increases in earnings.<br/>",small_business,Personal Loan 10-22-11,601xx,IL,10.72,1,7/1/94,3,5,85,6,1,5658,72.9,18,f,1,0,H
12000,12000, 36 months,11.36%,394.94,B,B5,"Law Offices of Marshall C. Watson, P.A.",3 years,MORTGAGE,48000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=486906,,debt_consolidation,Financial Freedom,334xx,FL,13.18,0,9/1/85,1,,89,10,1,12844,54,21,f,1,0,H
21200,21200, 60 months,17.58%,533.51,D,D4,RockTenn,10+ years,MORTGAGE,47000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1052725,  Borrower added on 12/08/11 > This loan will pay off two (2) high interest credit cards. It is my intent to close these cards. I have never been late on my cards or other credit payments. I am able to afford the payment amount. I have been at my current employer for 16 years.<br>,credit_card,HSBC/Citi1,535xx,WI,24.05,0,1/1/95,1,,,6,0,21112,80.9,28,f,1,0,H
